MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
2,4,0,10,47,8,57.809,0,NOT
2,3,0,6,61,3,62.579,0,NOT
3,4,0,2,81,8,74.302,1,NOT
3,3,0,10,70,1,75.547,1,BEST
3,2,1,7,8,9,20.169999999999998,0,NOT
1,3,0,9,77,7,81.55999999999999,1,BEST
1,3,0,9,99,3,100.022,1,BEST
2,1,1,9,75,2,79.514,1,BEST
2,1,0,4,98,2,89.45599999999999,1,NOT
1,4,1,9,59,8,69.287,0,NOT
3,3,0,6,55,2,56.844,0,NOT
3,2,0,9,24,8,34.537,0,NOT
3,3,1,5,37,7,42.571,0,NOT
1,1,0,9,80,2,82.12299999999999,1,BEST
3,3,0,3,40,8,40.016999999999996,0,NOT
3,3,1,1,46,3,43.96,0,NOT
1,3,1,7,42,4,50.682,0,NOT
3,2,0,1,10,9,10.702999999999998,0,NOT
1,4,0,6,63,9,66.08999999999999,0,NOT
2,3,1,5,2,9,13.409,0,NOT
1,1,0,3,8,1,11.655000000000001,0,NOT
3,4,1,1,70,1,65.088,0,NOT
2,2,0,9,5,10,19.023000000000003,0,NOT
3,4,0,7,35,8,42.544,0,NOT
1,4,0,3,49,1,49.052,0,NOT
3,4,1,9,45,7,56.187,0,NOT
2,2,0,6,21,7,27.955000000000002,0,NOT
2,4,0,5,84,5,81.66199999999999,1,NOT
3,4,1,5,15,5,24.461000000000002,0,NOT
3,4,1,4,90,10,87.32000000000001,1,NOT
1,4,0,9,95,5,97.57,1,BEST
1,4,0,10,24,1,38.199000000000005,0,NOT
1,2,0,9,46,3,54.005,0,NOT
1,4,0,9,43,4,53.138000000000005,0,NOT
3,1,1,5,60,3,60.27,0,NOT
2,4,1,9,97,1,100.62799999999999,1,BEST
3,1,0,2,80,5,70.797,1,NOT
1,4,0,10,73,1,79.996,1,BEST
1,1,0,6,28,5,33.507,0,NOT
2,2,1,6,54,1,57.845,0,NOT
1,4,0,3,91,10,85.56200000000001,1,NOT
2,2,0,2,7,4,9.801,0,NOT
1,1,1,1,27,1,27.067,0,NOT
2,4,0,3,91,2,84.41300000000001,1,NOT
1,2,0,2,73,4,66.64,0,NOT
1,2,1,5,61,7,63.31700000000001,0,NOT
1,4,1,9,2,1,20.134,0,NOT
2,2,0,3,100,5,90.702,1,NOT
1,4,1,10,7,6,26.275,0,NOT
2,2,1,9,73,8,79.072,1,BEST
1,2,0,8,80,4,81.58699999999999,1,BEST
3,4,1,6,96,10,95.43,1,NOT
3,3,0,7,73,7,74.074,1,BEST
2,2,0,8,47,3,52.821000000000005,0,NOT
3,2,1,1,87,1,77.97299999999998,1,NOT
1,1,0,3,69,1,63.688,0,NOT
2,4,0,10,95,7,98.67699999999999,1,BEST
3,1,0,8,76,8,76.58900000000001,1,BEST
3,3,1,3,55,10,55.160999999999994,0,NOT
3,2,1,2,50,2,47.984,0,NOT
3,2,0,8,69,7,71.35,1,BEST
1,3,1,2,54,3,53.362,0,NOT
2,4,1,9,69,3,76.896,1,BEST
3,2,0,8,4,8,15.981000000000002,0,NOT
2,1,0,1,33,5,29.751,0,NOT
2,2,0,8,7,1,18.549,0,NOT
3,1,0,5,41,2,41.79,0,NOT
2,3,0,7,86,4,85.476,1,BEST
3,4,1,6,18,9,28.82,0,NOT
1,3,0,1,15,4,16.477999999999998,0,NOT
3,2,0,7,75,4,74.744,1,BEST
3,2,0,8,59,10,63.047999999999995,0,NOT
3,4,0,1,11,3,12.716,0,NOT
2,3,1,8,63,2,69.398,0,BEST
2,1,0,9,46,3,52.656,0,NOT
1,1,0,9,53,8,59.547999999999995,0,NOT
2,2,1,10,88,1,92.83099999999999,1,BEST
1,4,0,3,44,2,44.863,0,NOT
3,4,1,1,64,3,60.122,0,NOT
1,1,1,6,41,6,46.869,0,NOT
2,4,0,8,41,2,49.243,0,NOT
2,3,1,10,53,9,64.392,0,NOT
2,1,1,10,91,3,94.734,1,BEST
2,2,1,3,39,2,40.638,0,NOT
1,4,1,8,1,9,18.393000000000004,0,NOT
1,4,0,9,77,6,82.292,1,BEST
2,1,0,8,54,7,58.288,0,NOT
2,1,1,5,14,3,21.573,0,NOT
1,3,1,2,59,3,57.627,0,NOT
2,3,0,1,62,5,56.104,0,NOT
3,3,0,8,24,3,33.469,0,NOT
3,1,0,9,80,6,81.345,1,BEST
3,2,1,1,60,4,55.17,0,NOT
1,3,0,2,52,4,49.535000000000004,0,NOT
1,3,0,7,44,2,50.039,0,NOT
3,1,0,3,71,8,64.844,0,NOT
3,1,0,3,24,3,24.373,0,NOT
1,4,1,8,88,8,92.52799999999999,1,BEST
3,2,0,10,81,8,84.65400000000001,1,BEST
3,2,1,9,22,6,34.876000000000005,0,NOT
2,4,0,6,61,4,63.463,0,NOT
1,2,1,5,7,10,17.483,0,NOT
2,2,0,1,54,2,48.244,0,NOT
1,1,1,2,49,9,47.937,0,NOT
1,4,1,2,11,6,17.718999999999998,0,NOT
2,2,1,2,22,10,25.249,0,NOT
3,4,1,9,76,2,82.25,1,BEST
1,4,0,7,32,7,40.991,0,NOT
1,3,0,1,5,9,8.328,0,NOT
1,1,0,3,22,7,24.052999999999997,0,NOT
2,1,1,1,75,8,68.00200000000001,0,NOT
3,1,1,10,17,5,31.223000000000003,0,NOT
3,4,0,5,94,6,89.727,1,NOT
2,2,0,7,9,7,19.215,0,NOT
1,3,1,2,82,2,77.17,1,NOT
2,1,1,3,90,9,83.865,1,NOT
1,2,0,4,90,7,84.36099999999999,1,NOT
1,4,0,9,69,8,75.62,1,BEST
2,4,0,6,11,2,20.661,0,NOT
1,1,0,7,55,9,58.337999999999994,0,NOT
2,1,1,2,70,2,64.777,0,NOT
3,4,1,9,69,6,76.583,1,BEST
3,1,0,6,5,6,12.881999999999998,0,NOT
2,2,1,10,24,1,38.239000000000004,0,NOT
3,3,1,4,10,5,17.892,0,NOT
1,2,0,8,29,4,38.084,0,NOT
3,2,1,10,68,9,75.838,1,BEST
2,2,0,8,22,1,31.344,0,NOT
1,1,1,8,67,5,71.963,1,BEST
3,1,0,1,8,5,7.885,0,NOT
3,3,0,7,82,7,81.75099999999999,1,BEST
1,1,1,10,50,3,60.302,0,NOT
2,2,0,3,18,2,20.528,0,NOT
1,4,0,6,69,9,71.208,1,NOT
1,4,0,8,71,1,75.29799999999999,1,BEST
1,4,1,2,39,5,41.527,0,NOT
2,4,0,10,11,3,26.721,0,NOT
1,4,0,6,89,6,88.04,1,NOT
1,2,0,8,50,4,55.997,0,NOT
1,3,0,6,38,7,43.80500000000001,0,NOT
2,3,1,2,45,6,45.372,0,NOT
2,2,0,2,47,7,44.149,0,NOT
2,1,1,3,18,9,22.449,0,NOT
2,3,1,10,37,6,50.516000000000005,0,NOT
3,4,1,3,18,4,23.951999999999998,0,NOT
2,2,1,10,30,8,43.889,0,NOT
3,2,0,4,96,6,88.32100000000001,1,NOT
3,1,1,10,3,7,19.433000000000003,0,NOT
1,3,0,4,100,1,93.243,1,NOT
2,4,1,7,27,1,37.925999999999995,0,NOT
2,4,1,4,9,3,18.236,0,NOT
1,2,0,5,40,8,43.282999999999994,0,NOT
3,1,1,9,53,4,60.358999999999995,0,NOT
2,4,1,10,4,10,23.479000000000003,0,NOT
1,4,1,1,8,5,13.588000000000001,0,NOT
3,3,1,3,96,9,90.058,1,NOT
1,4,1,3,79,4,77.06700000000001,1,NOT
3,2,0,7,18,1,25.895,0,NOT
1,4,1,7,11,9,25.427,0,NOT
3,1,0,9,42,5,48.855000000000004,0,NOT
2,1,0,8,62,1,64.65599999999999,0,BEST
1,3,0,3,45,9,45.44,0,NOT
1,1,0,4,25,10,28.336000000000002,0,NOT
1,2,1,9,26,1,38.99,0,NOT
1,1,1,10,92,10,96.66000000000001,1,BEST
3,3,1,1,56,6,52.718,0,NOT
1,4,0,4,10,3,17.433,0,NOT
3,2,0,10,7,6,21.38,0,NOT
2,1,0,8,16,8,25.95,0,NOT
2,4,0,8,18,3,29.700000000000003,0,NOT
3,4,1,3,71,3,69.085,0,NOT
1,2,0,2,61,4,56.404,0,NOT
1,3,1,7,92,10,93.788,1,BEST
2,3,0,4,13,7,18.947,0,NOT
3,1,0,6,5,9,13.109999999999998,0,NOT
2,3,0,8,100,4,98.914,1,BEST
3,2,1,5,56,3,57.666000000000004,0,NOT
2,2,0,7,62,8,64.5,0,BEST
2,2,1,7,62,2,66.241,0,BEST
3,3,0,9,3,2,16.976000000000003,0,NOT
2,4,1,7,91,3,92.67,1,BEST
1,3,0,8,27,3,37.11,0,NOT
3,1,1,3,92,2,84.498,1,NOT
2,1,0,4,14,9,18.336000000000002,0,NOT
2,4,0,3,51,4,50.445,0,NOT
2,2,1,2,99,7,90.702,1,NOT
1,3,1,2,62,7,60.489999999999995,0,NOT
3,4,0,5,13,8,20.786,0,NOT
3,1,1,1,11,2,12.412999999999998,0,NOT
3,1,0,2,54,10,48.998999999999995,0,NOT
1,3,0,3,68,10,65.135,0,NOT
2,1,0,4,9,4,13.691,0,NOT
1,2,1,3,81,3,77.081,1,NOT
1,1,1,9,17,3,30.657000000000004,0,NOT
1,2,0,7,7,7,18.05,0,NOT
3,2,1,5,69,2,68.679,0,NOT
3,2,1,1,84,7,75.86999999999999,1,NOT
2,1,0,6,69,4,67.863,0,NOT
2,3,0,3,53,9,51.72299999999999,0,NOT
3,1,1,6,3,3,13.144999999999998,0,NOT
3,3,0,7,39,2,44.69199999999999,0,NOT
3,4,1,3,9,9,16.655,0,NOT
1,4,1,7,36,6,46.524,0,NOT
1,1,0,9,76,6,79.015,1,BEST
2,1,0,2,34,4,32.024,0,NOT
2,3,0,6,6,10,16.196,0,NOT
3,1,0,3,23,5,23.671999999999997,0,NOT
3,1,0,10,6,8,19.871000000000002,0,NOT
1,3,1,7,34,8,44.162,0,NOT
1,4,0,9,97,6,99.352,1,BEST
2,3,0,2,9,7,12.543,0,NOT
3,4,0,2,8,7,11.957,0,NOT
1,4,1,9,55,7,65.79899999999999,0,NOT
2,4,0,1,63,10,58.144999999999996,0,NOT
2,4,0,9,26,9,38.476,0,NOT
3,3,0,7,72,2,72.841,1,BEST
3,1,1,2,14,3,16.544,0,NOT
3,3,1,1,86,7,78.384,1,NOT
2,3,0,2,36,4,35.346000000000004,0,NOT
2,1,0,6,24,2,29.326,0,NOT
2,3,1,7,90,2,90.93299999999999,1,BEST
3,2,0,8,92,8,91.045,1,BEST
2,1,0,3,37,3,36.003,0,NOT
1,1,0,5,36,9,39.138999999999996,0,NOT
3,1,0,1,26,8,23.467000000000002,0,NOT
2,3,0,8,42,9,49.82,0,NOT
2,4,0,1,21,6,22.015,0,NOT
2,1,1,1,22,1,22.261,0,NOT
3,1,0,10,69,10,73.762,1,BEST
3,4,0,1,43,5,40.164,0,NOT
2,1,0,6,5,3,13.194999999999999,0,NOT
3,1,0,9,7,8,19.228,0,NOT
3,3,1,3,97,8,90.83500000000001,1,NOT
1,2,1,4,47,8,49.955,0,NOT
2,4,1,3,34,2,37.989000000000004,0,NOT
2,4,0,10,19,2,33.469,0,NOT
2,2,1,4,20,2,25.927,0,NOT
2,1,0,4,2,10,8.176,0,NOT
3,1,0,10,11,2,23.68,0,NOT
1,3,1,7,32,7,42.379999999999995,0,NOT
1,2,0,2,98,2,87.813,1,NOT
2,2,1,10,8,8,25.123,0,NOT
3,1,0,6,89,6,84.534,1,NOT
1,4,1,6,42,4,49.994,0,NOT
3,4,0,1,56,7,51.405,0,NOT
3,4,1,3,85,7,81.33099999999999,1,NOT
1,2,0,5,40,6,43.131,0,NOT
1,3,0,1,84,6,75.48700000000001,1,NOT
2,3,0,6,92,10,89.554,1,NOT
3,3,0,1,27,10,26.088,0,NOT
3,1,0,5,66,1,63.039,0,NOT
1,1,1,4,19,10,25.415000000000003,0,NOT
1,4,0,7,75,4,77.44200000000001,1,BEST
3,3,0,7,29,5,36.39,0,NOT
1,3,1,2,1,3,8.153,0,NOT
2,1,0,3,78,5,71.12799999999999,1,NOT
2,1,0,8,81,9,81.471,1,BEST
2,1,1,4,73,3,70.404,1,NOT
2,2,0,5,82,6,78.416,1,NOT
1,4,1,3,27,5,32.787,0,NOT
2,4,0,5,30,6,35.676,0,NOT
3,4,0,6,56,1,58.429,0,NOT
2,3,1,1,47,9,45.81,0,NOT
2,3,0,1,63,6,57.033,0,NOT
2,3,1,9,86,4,90.665,1,BEST
1,3,1,1,39,9,39.526999999999994,0,NOT
3,4,0,5,17,7,24.122,0,NOT
1,4,1,10,57,6,68.925,0,NOT
1,1,0,7,25,10,32.824,0,NOT
2,2,1,10,49,9,60.172,0,NOT
3,1,1,9,29,7,40.114999999999995,0,NOT
3,2,1,7,60,8,64.45,0,NOT
1,4,1,8,51,3,60.587,0,NOT
1,3,1,2,28,10,31.716,0,NOT
3,4,0,3,87,3,80.53599999999999,1,NOT
1,4,0,10,64,5,72.62299999999999,1,BEST
1,3,0,1,23,5,23.378,0,NOT
1,4,0,6,60,7,63.379000000000005,0,NOT
1,1,0,5,13,5,19.216,0,NOT
3,2,1,10,11,9,27.217000000000002,0,NOT
2,1,1,2,24,5,25.767,0,NOT
1,4,1,2,95,6,89.371,1,NOT
1,3,0,6,27,9,34.574,0,NOT
1,3,1,9,21,4,35.761,0,NOT
2,1,1,5,34,5,38.785000000000004,0,NOT
1,4,1,2,47,8,48.579,0,NOT
2,3,0,1,28,6,27.178,0,NOT
1,4,1,9,71,3,79.14299999999999,1,BEST
2,4,0,7,42,10,49.208,0,NOT
3,1,0,6,35,4,38.32,0,NOT
1,1,1,4,7,5,14.799000000000001,0,NOT
1,2,1,9,41,9,52.393,0,NOT
3,4,0,1,88,1,78.24499999999999,1,NOT
2,4,1,3,73,5,71.484,1,NOT
3,4,0,1,80,1,71.42099999999999,1,NOT
2,3,1,8,10,3,24.265,0,NOT
3,2,1,8,81,5,83.631,1,BEST
2,2,0,5,64,6,63.062000000000005,0,NOT
1,2,1,6,8,6,19.528,0,NOT
1,3,1,3,76,6,73.852,1,NOT
3,4,1,8,22,9,35.224,0,NOT
1,1,1,6,30,4,37.334,0,NOT
3,1,1,2,70,9,64.768,0,NOT
3,4,1,8,12,8,26.618000000000002,0,NOT
3,1,1,10,30,3,42.160000000000004,0,NOT
2,1,1,4,78,2,74.59299999999999,1,NOT
2,2,1,8,17,7,29.732,0,NOT
3,1,0,9,21,8,31.17,0,NOT
3,2,0,7,54,2,56.679,0,NOT
2,2,0,3,53,10,50.99099999999999,0,NOT
2,3,0,8,59,7,64.169,0,NOT
1,3,0,7,50,5,55.385,0,NOT
2,3,0,6,60,1,61.574,0,NOT
2,3,0,3,7,6,12.257,0,NOT
2,3,1,7,72,9,76.11099999999999,1,BEST
2,1,0,8,100,3,97.222,1,BEST
3,2,1,9,80,3,84.12199999999999,1,BEST
1,4,0,1,8,8,11.619,0,NOT
1,3,0,8,26,2,36.181000000000004,0,NOT
3,2,0,3,99,5,89.30799999999999,1,NOT
1,4,0,2,73,7,68.484,0,NOT
3,3,1,7,49,9,55.95099999999999,0,NOT
1,1,1,6,28,9,36.007999999999996,0,NOT
2,2,1,4,80,10,77.715,1,NOT
1,1,1,1,40,3,38.308,0,NOT
2,1,0,8,100,6,97.45,1,BEST
1,2,0,6,3,1,12.686,0,NOT
1,2,0,7,13,7,23.168000000000003,0,NOT
3,4,1,5,11,5,21.049,0,NOT
1,1,1,9,4,3,19.568,0,NOT
3,4,1,3,72,4,70.014,1,NOT
2,3,0,9,83,5,85.98499999999999,1,BEST
2,4,1,2,54,4,53.705,0,NOT
2,3,1,5,72,9,73.119,1,NOT
3,1,0,6,79,8,76.156,1,NOT
1,1,0,2,30,6,29.305,0,NOT
3,3,0,6,61,7,62.342,0,NOT
3,4,0,8,52,10,58.693,0,NOT
2,3,0,5,100,7,94.654,1,NOT
3,1,1,6,94,1,90.616,1,NOT
1,2,1,5,69,3,69.83699999999999,0,NOT
3,4,1,10,83,8,90.173,1,BEST
1,2,0,9,30,10,40.889,0,NOT
3,1,0,4,2,10,7.635,0,NOT
3,1,1,6,4,4,14.074,0,NOT
3,1,0,2,69,1,61.11,0,NOT
3,1,0,7,19,3,26.092000000000002,0,NOT
1,1,0,1,9,6,9.895999999999999,0,NOT
1,1,1,8,6,2,19.702,0,NOT
2,2,0,7,2,6,13.168,0,NOT
2,3,0,4,29,6,32.519000000000005,0,NOT
2,2,1,6,41,1,46.756,0,NOT
3,3,0,7,66,8,68.179,0,BEST
3,2,0,6,38,10,42.143,0,NOT
3,1,1,6,16,5,24.386,0,NOT
1,3,0,4,11,1,17.326,0,NOT
1,1,0,5,74,4,71.173,1,NOT
1,4,1,8,31,2,43.451,0,NOT
3,1,0,7,8,9,17.165000000000003,0,NOT
3,2,1,1,11,6,13.524999999999999,0,NOT
1,3,1,10,77,3,84.949,1,BEST
3,2,1,5,81,8,79.37100000000001,1,NOT
1,4,0,5,46,6,49.865,0,NOT
3,1,0,1,52,9,45.721,0,NOT
3,3,0,5,65,3,63.954,0,NOT
1,2,1,2,45,5,45.029,0,NOT
3,3,1,7,75,8,78.053,1,BEST
1,1,0,4,76,7,71.611,1,NOT
3,4,0,9,75,8,79.656,1,BEST
1,1,0,9,26,6,36.365,0,NOT
3,1,1,1,20,9,20.622,0,NOT
3,4,0,4,19,1,23.876,0,NOT
1,1,1,5,4,10,14.116000000000001,0,NOT
1,4,0,5,76,2,75.15100000000001,1,NOT
2,2,1,2,29,4,30.763999999999996,0,NOT
1,2,1,6,11,3,21.859,0,NOT
1,3,1,6,29,10,38.553,0,NOT
1,2,0,1,91,2,80.346,1,NOT
1,4,0,6,30,1,37.333,0,NOT
1,3,1,6,84,1,84.78399999999999,1,NOT
1,4,1,2,62,10,61.525999999999996,0,NOT
1,3,0,3,47,8,47.07,0,NOT
3,1,0,9,92,10,91.885,1,BEST
3,4,1,10,76,10,84.35400000000001,1,BEST
1,3,1,5,76,10,77.14800000000001,1,NOT
1,2,1,1,25,5,26.473,0,NOT
1,1,1,7,20,10,30.756,0,NOT
3,3,0,8,15,3,25.792,0,NOT
3,4,1,1,29,7,30.570999999999998,0,NOT
3,3,1,3,57,7,56.638999999999996,0,NOT
1,1,1,2,62,3,58.57,0,NOT
2,4,1,5,53,1,57.112,0,NOT
1,3,0,8,8,10,21.435000000000002,0,NOT
1,2,0,9,13,2,25.78,0,NOT
2,4,0,8,60,2,65.45,0,NOT
3,3,1,7,56,9,61.922,0,NOT
2,2,1,10,24,1,38.239000000000004,0,NOT
2,4,1,9,1,10,19.424000000000003,0,NOT
2,3,0,9,93,4,94.439,1,BEST
2,3,0,4,93,5,87.035,1,NOT
1,3,1,2,29,2,31.961,0,NOT
1,2,0,8,39,5,46.69,0,NOT
2,2,1,7,3,4,16.066,0,NOT
2,1,1,8,58,4,63.669,0,NOT
2,1,0,4,19,5,22.297,0,NOT
3,2,1,7,69,5,71.899,1,BEST
2,4,1,7,77,1,80.576,1,BEST
3,4,1,7,11,2,23.813,0,NOT
3,2,1,10,81,2,86.39500000000001,1,BEST
3,3,1,4,54,1,55.12,0,NOT
3,3,0,7,16,2,25.073,0,NOT
3,1,0,6,11,9,18.227999999999998,0,NOT
2,3,0,4,15,9,20.805000000000003,0,NOT
2,2,0,2,32,3,31.05,0,NOT
3,4,0,6,85,5,83.46999999999998,1,NOT
3,1,0,7,96,2,91.697,1,BEST
3,4,1,8,31,1,42.293,0,NOT
2,1,0,9,97,8,96.539,1,BEST
3,2,0,6,15,9,22.448,0,NOT
3,1,1,9,91,5,92.849,1,BEST
2,1,1,2,68,8,63.526999999999994,0,NOT
2,1,0,6,74,2,71.976,1,NOT
1,1,0,4,60,7,57.962999999999994,0,NOT
3,1,1,7,90,3,88.85199999999999,1,BEST
3,1,0,1,64,2,55.425,0,NOT
2,2,1,9,87,5,90.786,1,BEST
2,4,1,3,38,7,41.781000000000006,0,NOT
1,2,1,1,15,9,18.247000000000003,0,NOT
2,3,0,9,95,8,96.449,1,BEST
1,3,1,1,53,3,51.013,0,NOT
1,2,0,6,79,7,77.97,1,NOT
3,3,1,1,30,4,30.387999999999998,0,NOT
2,2,1,1,14,3,16.397000000000002,0,NOT
3,2,0,4,81,7,75.602,1,NOT
3,1,1,3,57,5,54.871,0,NOT
3,2,1,5,84,2,81.474,1,NOT
2,2,0,7,77,6,77.143,1,BEST
2,1,0,1,76,1,66.12599999999999,0,NOT
1,3,0,6,59,3,61.414,0,NOT
3,2,0,5,16,1,21.197000000000003,0,NOT
2,1,0,6,19,5,25.288999999999998,0,NOT
1,2,1,9,58,4,66.514,0,NOT
2,4,0,3,3,1,9.273,0,NOT
1,1,0,5,65,1,63.268,0,NOT
3,3,0,4,70,6,66.95100000000001,0,NOT
2,1,0,10,13,7,26.307,0,NOT
2,1,0,4,10,8,14.847999999999999,0,NOT
2,4,1,6,52,8,58.287,0,NOT
2,1,0,3,35,8,34.677,0,NOT
1,3,0,7,93,4,91.988,1,BEST
3,1,0,2,92,2,80.80499999999999,1,NOT
2,3,0,7,48,2,52.910000000000004,0,NOT
1,3,0,9,81,10,85.2,1,BEST
3,1,1,8,47,7,53.973,0,NOT
3,3,1,4,53,6,54.647,0,NOT
3,2,1,7,34,9,42.348,0,NOT
3,4,1,3,92,2,86.922,1,NOT
2,1,0,7,45,4,48.887,0,NOT
3,1,0,5,40,2,40.937,0,NOT
1,4,0,2,86,1,79.11699999999999,1,NOT
3,2,0,7,81,4,79.86200000000001,1,BEST
2,3,0,7,47,4,52.209,0,NOT
2,2,1,2,34,10,35.485,0,NOT
3,2,0,2,20,2,20.197,0,NOT
1,3,1,6,20,5,30.496,0,NOT
3,3,1,9,53,8,62.27899999999999,0,NOT
1,1,1,1,48,10,45.664,0,NOT
3,4,0,8,37,9,45.821999999999996,0,NOT
2,4,0,9,98,5,99.588,1,BEST
2,3,0,4,21,1,25.315,0,NOT
2,2,1,6,17,5,26.587999999999997,0,NOT
1,4,1,3,20,6,26.892,0,NOT
2,3,1,9,18,1,32.433,0,NOT
1,4,0,3,38,2,39.745000000000005,0,NOT
2,4,1,2,62,5,60.605,0,NOT
3,4,0,9,75,2,79.2,1,BEST
3,2,0,3,38,8,37.503,0,NOT
1,2,0,2,7,2,10.19,0,NOT
1,4,1,1,14,2,18.478,0,NOT
2,4,1,4,10,7,19.392999999999997,0,NOT
3,1,1,7,73,10,74.883,1,BEST
1,4,0,10,26,6,40.285000000000004,0,NOT
3,3,0,9,6,4,19.687,0,NOT
3,1,0,8,19,3,27.588,0,NOT
2,3,0,3,41,6,41.259,0,NOT
1,2,0,8,95,4,94.382,1,BEST
3,4,0,2,7,10,11.331999999999999,0,NOT
2,3,1,6,31,7,39.489999999999995,0,NOT
1,3,0,3,28,4,30.559,0,NOT
1,2,1,9,77,7,82.949,1,BEST
3,1,0,4,11,5,14.932,0,NOT
1,2,1,8,72,4,76.96,1,BEST
2,1,0,6,82,7,79.17999999999999,1,NOT
3,3,0,6,29,7,35.04599999999999,0,NOT
1,2,0,9,99,7,99.518,1,BEST
3,1,1,6,75,2,74.485,1,NOT
3,3,0,2,45,9,42.861999999999995,0,NOT
1,4,1,4,53,10,56.840999999999994,0,NOT
3,1,1,8,30,8,39.547999999999995,0,NOT
3,3,0,1,76,6,67.581,0,NOT
2,3,1,8,97,8,98.85600000000001,1,BEST
1,3,1,2,72,10,69.248,0,NOT
3,4,0,5,78,5,76.00299999999999,1,NOT
3,3,0,3,91,5,83.292,1,NOT
3,4,1,4,94,7,90.504,1,NOT
3,4,0,3,88,10,81.92099999999999,1,NOT
3,4,1,9,65,1,72.791,1,BEST
1,4,1,8,75,3,81.059,1,BEST
2,4,1,8,2,7,18.553,0,NOT
1,3,0,2,95,8,86.518,1,NOT
1,3,1,3,64,2,63.312,0,NOT
3,4,0,8,95,1,94.68799999999999,1,BEST
3,2,0,7,55,1,57.455999999999996,0,NOT
2,3,1,4,37,8,41.692,0,NOT
1,3,0,10,16,2,30.643,0,NOT
2,3,1,7,22,4,33.081,0,NOT
1,4,1,1,67,10,64.295,0,NOT
1,1,1,8,69,6,73.745,1,BEST
1,2,1,6,61,1,64.357,0,NOT
3,3,1,9,81,8,86.16300000000001,1,BEST
1,1,0,10,76,4,80.35900000000001,1,BEST
2,3,0,8,28,4,37.498000000000005,0,NOT
2,4,1,7,82,9,85.449,1,BEST
2,1,1,8,82,6,84.293,1,BEST
1,4,1,1,90,1,83.22999999999999,1,NOT
1,3,1,1,99,1,90.09899999999999,1,NOT
1,1,1,2,55,7,52.90299999999999,0,NOT
3,3,1,6,14,7,24.448,0,NOT
2,2,0,2,83,9,75.00899999999999,1,NOT
3,4,1,9,9,8,25.555,0,NOT
2,1,0,6,29,4,33.742999999999995,0,NOT
2,3,1,7,36,4,45.022999999999996,0,NOT
1,2,1,5,6,7,16.402,0,NOT
2,3,0,3,78,2,72.51599999999999,1,NOT
1,1,0,1,43,4,38.746,0,NOT
3,3,0,1,35,10,32.912,0,NOT
1,2,1,3,76,6,73.04400000000001,1,NOT
1,2,1,8,30,9,41.513999999999996,0,NOT
1,3,0,10,6,7,22.493,0,NOT
1,2,0,8,26,4,35.525000000000006,0,NOT
2,2,0,1,43,10,39.469,0,NOT
1,2,0,5,33,3,36.932,0,NOT
1,2,1,1,46,1,44.082,0,NOT
3,3,0,6,58,6,59.707,0,NOT
3,4,0,7,56,2,60.001000000000005,0,NOT
2,4,0,5,35,4,39.789,0,NOT
2,1,1,8,93,9,93.904,1,BEST
3,4,1,1,98,7,89.42799999999998,1,NOT
2,2,0,9,90,5,91.148,1,BEST
2,2,1,4,88,8,84.387,1,NOT
2,4,0,8,25,9,36.126999999999995,0,NOT
2,2,1,3,15,1,20.09,0,NOT
1,4,0,10,66,7,74.481,1,BEST
2,1,0,8,69,8,71.159,1,BEST
1,1,0,8,66,4,68.837,0,BEST
3,3,1,7,95,5,94.88499999999999,1,BEST
1,4,1,7,90,3,92.35799999999999,1,BEST
2,2,1,10,67,8,75.45,1,BEST
3,3,0,7,78,9,78.49099999999999,1,BEST
3,2,1,7,35,8,43.12499999999999,0,NOT
2,4,0,10,67,2,74.413,1,BEST
3,2,1,4,69,10,67.79100000000001,0,NOT
2,2,1,9,54,3,62.485,0,NOT
2,3,1,3,98,8,92.229,1,NOT
2,2,1,8,87,4,89.214,1,BEST
1,1,0,6,32,9,37.223,0,NOT
2,3,0,6,95,7,91.88499999999999,1,NOT
1,4,1,7,98,8,99.562,1,BEST
2,2,1,8,33,1,42.924,0,NOT
2,1,1,5,78,6,76.393,1,NOT
3,2,0,4,9,9,14.338,0,NOT
3,2,0,6,57,8,58.198,0,NOT
3,4,1,2,31,5,33.621,0,NOT
1,4,0,8,81,1,83.828,1,BEST
1,3,1,7,73,10,77.581,1,BEST
2,4,1,10,36,2,50.167,0,NOT
2,4,1,7,2,7,17.057,0,NOT
1,4,0,9,57,7,65.308,0,NOT
2,3,1,6,17,8,27.624,0,NOT
1,2,1,8,37,3,47.029,0,NOT
2,2,0,3,71,1,65.66099999999999,0,NOT
1,1,0,8,18,7,28.121,0,NOT
2,2,0,9,72,8,76.022,1,BEST
3,4,1,10,88,4,94.134,1,BEST
1,4,1,10,8,10,27.432,0,NOT
3,4,1,5,52,9,56.326,0,NOT
3,2,1,6,79,4,78.857,1,NOT
2,2,1,2,6,9,11.525,0,NOT
2,1,1,1,100,6,89.175,1,NOT
3,4,1,10,7,8,25.345000000000002,0,NOT
1,2,0,3,92,4,84.343,1,NOT
1,1,1,7,81,10,82.789,1,BEST
2,4,0,3,49,5,48.815,0,NOT
3,3,0,7,62,6,64.615,0,BEST
3,3,1,3,47,5,47.957,0,NOT
